"loan_amnt","funded_amnt","funded_amnt_inv","term","batch_enrolled","int_rate","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","address","dti","delinq_2yrs","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","collections_12_mths_ex_med","last_week_pay","acc_now_delinq","tot_coll_amt","tot_cur_bal","total_rev_hi_lim","no_funded_amnt"
"20000","20000","20000.0","60 months","BAT3563724","10.99","B","B2","Design Engineer","1 year","RENT","56000","606xx,IL","13.03","0","0","7","0","6758","43.9","15","3731.13","0","0","0","0","109th week","0","0","32779","15400","1.0"
"19325","19325","19325.0","60 months","BAT3141736","17.27","C","C5","IRIS","2 years","MORTGAGE","55000","549xx,WI","20.44","0","1","9","0","5514","58","12","7211.27","144.9","0","0","0","144th week","0","0","122891","9500","1.0"
"20000","20000","20000.0","36 months","BAT6492646","12.42","B","B4",,"10+ years","MORTGAGE","150000","188xx,PA","15.48","0","1","9","0","17660","81.8","10","4054.46","0","0","0","0","157th week","0",,"0","0","1.0"
"9500","9500","9500.0","36 months","BAT338166","13.98","C","C3","Supervisor","10+ years","MORTGAGE","44500","902xx,CA","5.1","0","0","6","0","6648","43.5","11","1038.88","0","0","0","0","43th week","0","0","240231","15300","1.0"
"10500","10500","10500.0","36 months","BAT3563724","13.67","B","B5","Associate Professor","7 years","OWN","67000","475xx,IN","23.37","0","2","11","2","2436","32.1","24","2144.6","0","0","0","0","113th week","0","3856","176317","7600","1.0"
"20000","20000","20000.0","36 months","BAT4031849","6.97","A","A2","PSS WorldMedical (McKesson)","10+ years","MORTGAGE","60000","322xx,FL","14.81","0","0","16","0","14833","26.9","34","846.89","0","0","0","0","35th week","0","0","95576","55200","1.0"
"14000","14000","14000.0","36 months","BAT3141736","19.72","D","D5","Fed Ex Express","10+ years","RENT","55000","370xx,TN","26.33","0","1","11","0","8099","53.3","20","2597.97","0","0","0","0","56th week","0","0","43711","15200","1.0"
"32000","32000","32000.0","36 months","BAT3780546","10.64","B","B2","FGS-LLC","3 years","MORTGAGE","298000","225xx,VA","4.21","0","5","7","0","13042","45.1","30","5255.03","0","0","0","0","122th week","0","0","616692","28900","1.0"
"21000","21000","21000.0","36 months","BAT446479","13.98","C","C3","Software Engineer","10+ years","RENT","79500","023xx,MA","28.11","1","0","12","0","12723","82.6","22","3215.97","0","0","0","0","74th week","0","0","44556","15400","1.0"
"15000","15000","15000.0","36 months","BAT4268557","6.92","A","A4","Production Manager","10+ years","RENT","120000","330xx,FL","20.27","1","0","16","0","32069","56.5","37","760.11","0","0","0","0","44th week","0","0","315648","56800","1.0"
"11200","11200","11200.0","36 months","BAT6248271","17.57","D","D4","Sr. Applications Manager","3 years","MORTGAGE","152000","940xx,CA","9.39","0","2","6","0","13990","58.3","21","1936.78","0","0","0","0","65th week","0","0","1029703","24000","1.0"
"25000","25000","25000.0","36 months","BAT5260863","8.18","B","B1","server","10+ years","RENT","78000","913xx,CA","16.89","0","2","11","0","22315","70.6","19","325.28","0","0","0","1","9th week","0","88","31102","31600","1.0"
"13000","13000","12750.0","60 months","BAT5298613","10","B","B2","diamond landscaping inc","10+ years","MORTGAGE","44004","152xx,PA","18.38","0","0","9","0","5440","20.5","22","3534","0","0","0","0","239th week","0",,"0","0","1.0"
"18000","18000","18000.0","60 months","BAT3780546","11.55","B","B3","Charleston County School District","10+ years","MORTGAGE","58000","294xx,SC","17.19","0","1","8","1","26502","49.6","18","4071.59","0","0","0","0","126th week","0","0","165600","53400","1.0"
"35000","35000","35000.0","60 months","BAT5319342","15.61","D","D1","Command Sergeants Major","10+ years","RENT","106000","799xx,TX","22.68","0","2","7","0","26467","51.4","25","7365.44","0","0","0","0","78th week","0","0","85831","51500","1.0"
"10800","10800","10800.0","60 months","BAT4127326","12.99","C","C2","Loan officer","10+ years","MORTGAGE","60000","722xx,AR","22.79","2","0","17","0","45039","71.8","46","1496.44","0","0","0","0","61th week","0","0","177712","62700","1.0"
"14950","14950","14950.0","60 months","BAT6004464","16.55","D","D2","Senior Accounting Manager","5 years","MORTGAGE","78000","331xx,FL","13.02","1","0","10","0","12111","58.2","37","192.44","0","0","0","0","4th week","0","0","377820","20800","1.0"
"28000","28000","27900.0","36 months","BAT4729018","8.19","A","A5","Marketing Manager","< 1 year","RENT","120000","951xx,CA","19.71","0","1","23","0","20613","64.9","26","1812.7","0","0","0","0","48th week","0","0","125485","32100","1.0"
"22000","22000","22000.0","60 months","BAT6004464","19.99","E","E4","Relationship Manager VP","10+ years","MORTGAGE","62500","320xx,FL","14.65","2","0","11","0","18112","37.8","24","342.05","0","0","0","1","4th week","0","0","31674","47900","1.0"
"3625","3625","3625.0","36 months","BAT3938478","14.3","C","C1",,"n/a","MORTGAGE","14000","775xx,TX","26.62","0","0","9","1","6195","81.5","27","205.95","0","450.02","4.5002","0","22th week","0","0","57532","7600","1.0"
"22800","22800","22800.0","36 months","BAT5349407","13.98","C","C1",,"n/a","RENT","55000","982xx,WA","11.11","0","0","4","0","9515","76.1","16","4493.12","0","0","0","0","100th week","0","0","18888","12500","1.0"
"2800","2800","2800.0","36 months","BAT6612051","12.69","C","C2","Account Executive","5 years","MORTGAGE","102500","115xx,NY","26.52","0","1","15","0","14637","57","43","246.59","15","0","0","0","39th week","0","0","452389","25700","1.0"
"14750","14750","14750.0","36 months","BAT6612051","17.57","D","D4","Business Analyst","2 years","MORTGAGE","88000","021xx,MA","32.65","0","1","19","0","104923","80","32","1580.7","0","0","0","0","35th week","0","0","541575","131000","1.0"
"14000","14000","14000.0","36 months","BAT6004464","5.32","A","A1","Librarian","2 years","MORTGAGE","50000","786xx,TX","9.67","0","0","6","0","17722","37.8","17","53.79","0","0","0","0","4th week","0","0","19875","46900","1.0"
"8000","8000","8000.0","36 months","BAT5060554","8.19","A","A5","Building Inspector","6 years","MORTGAGE","57000","633xx,MO","17.68","0","1","8","0","38911","73.4","17","541.72","0","0","0","0","52th week","0","0","185674","53000","1.0"
"10800","10800","10800.0","36 months","BAT4711174","17.76","D","D1","Correction Officer","< 1 year","MORTGAGE","40000","088xx,NJ","24.33","0","4","13","0","21821","40.4","36","2852.32","0","0","0","0","109th week","0","0","37516","54000","1.0"
"20000","20000","20000.0","36 months","BAT3058155","15.8","C","C3","Epic","1 year","RENT","72000","535xx,WI","7.55","3","2","13","0","17520","69.8","23","3544.08","0","0","0","0","91th week","0",,"0","0","1.0"
"14400","14400","14400.0","36 months","BAT4318899","10.49","B","B3",,"10+ years","MORTGAGE","85000","132xx,NY","17.99","1","1","13","0","49120","77.1","22","1253.19","0","0","0","0","48th week","0","697","406994","63700","1.0"
"22000","22000","22000.0","36 months","BAT4127326","7.49","A","A4","Sr Marketing Manger","4 years","MORTGAGE","140000","554xx,MN","11.98","1","0","9","0","30787","39.4","26","1594.74","0","0","0","0","61th week","0","0","40124","78100","1.0"
"11575","11575","11575.0","36 months","BAT5662637","13.33","C","C3","truck driver","< 1 year","RENT","45000","894xx,NV","23.41","1","2","11","1","8477","53.3","28","709.81","0","0","0","0","26th week","0","0","242323","15900","1.0"
"16000","16000","16000.0","36 months","BAT5319342","9.17","B","B1","Ct tech","7 years","OWN","62000","294xx,SC","2.73","2","0","6","0","4213","38.7","25","1577.61","0","0","0","0","65th week","0","0","4213","10900","1.0"
"35000","35000","35000.0","60 months","BAT528686","20.49","E","E1","Chrysler","10+ years","RENT","128848.88","611xx,IL","21.86","0","0","13","0","36028","63.5","38","16380.17","0","0","0","0","152th week","0","0","103497","56000","1.0"
"10000","10000","10000.0","36 months","BAT4711174","13.53","B","B5","Value Stream Supervisor","10+ years","MORTGAGE","60000","550xx,MN","23.88","0","1","10","0","28517","86.2","18","1981.16","0","0","0","0","109th week","0","0","199510","33100","1.0"
"17000","17000","17000.0","36 months","BAT5662637","11.53","B","B5","special process","10+ years","MORTGAGE","65000","750xx,TX","20.25","0","1","11","1","9993","50","24","783.21","0","0","0","0","26th week","0","0","125892","20000","1.0"
"6000","6000","6000.0","36 months","BAT3274746","10.99","B","B2","Office Automation","6 years","RENT","42830","535xx,WI","28.47","0","2","21","0","6908","77.6","40","838.78","0","0","0","0","87th week","0","0","151923","8900","1.0"
"18000","18000","18000.0","36 months","BAT422167","5.32","A","A1","Human Resource Director","7 years","MORTGAGE","74000","802xx,CO","15.37","0","1","17","0","10837","13","29","504.6","0","0","0","0","31th week","0","0","193018","83200","1.0"
"7500","7500","7500.0","36 months","BAT5060554","6.49","A","A2","COMPETENCE DEVELOPMENT FACILITATOR","3 years","RENT","54000","212xx,MD","9.86","0","1","13","1","10416","21.4","33","415.25","0","0","0","0","52th week","0","0","14957","48600","1.0"
"5600","5600","5600.0","36 months","BAT4818662","10.15","B","B2","Instructional Designe","7 years","RENT","52000","606xx,IL","5.29","0","1","12","0","6760","36.7","13","671.47","0","0","0","0","78th week","0","60","28351","18400","1.0"
"22500","22500","22500.0","60 months","BAT3840785","19.19","E","E3","Hazardous Material Handler","6 years","OWN","45000","945xx,CA","11.41","3","0","14","0","3547","14.2","22","2416.67","0","0","0","0","31th week","1","0","4624","24900","1.0"
"10500","10500","10500.0","36 months","BAT4318899","8.67","B","B1","Radio Frequency Engineer","4 years","MORTGAGE","42000","240xx,VA","28","0","0","10","0","7107","28.3","18","772.44","0","0","0","0","52th week","0","0","160835","25100","1.0"
"30000","30000","30000.0","60 months","BAT422167","15.61","D","D1","President","10+ years","MORTGAGE","70000","950xx,CA","37.13","0","0","7","0","40538","98.9","19","2586.73","0","0","0","0","31th week","0","0","84839","41000","1.0"
"35000","35000","35000.0","36 months","BAT3840785","14.65","C","C5","Registered Nurse","5 years","MORTGAGE","80000","010xx,MA","24.66","0","1","17","1","19662","60.1","30","2758.46","0","0","0","0","31th week","0","0","221579","32700","1.0"
"24000","24000","24000.0","60 months","BAT5060554","12.99","C","C2","AVP for Business","7 years","OWN","145000","401xx,KY","14.34","1","0","14","0","5335","37.8","38","2647.13","0","0","0","0","48th week","0","3124","311280","14100","1.0"
"5000","5000","5000.0","36 months","BAT5349407","7.9","A","A4","Merchandiser","3 years","RENT","60000","322xx,FL","4.04","0","0","4","0","4527","19.9","12","367.31","0","0","0","0","61th week","0","0","4527","22700","1.0"
"20000","20000","20000.0","36 months","BAT3016651","12.49","B","B4","Special Assistant","3 years","RENT","106000","200xx,DC","11.34","0","1","10","0","17142","85.3","20","3390.89","0","0","0","0","96th week","0","151","65926","20100","1.0"
"14575","14575","14575.0","60 months","BAT4106493","18.49","E","E2","Registered Nurse","1 year","MORTGAGE","68000","372xx,TN","24.23","0","1","20","0","10785","35.6","51","202.12","0","0","0","0","9th week","0","0","259195","30300","1.0"
"6400","6400","6400.0","36 months","BAT4106493","7.26","A","A4","Speech Teacher","10+ years","MORTGAGE","85000","283xx,NC","8.91","2","1","6","0","1866","41.5","16","73.89","0","0","0","0","9th week","0","0","238485","4500","1.0"
"22250","22250","22250.0","36 months","BAT3563724","15.61","C","C3","SALES CONSULTANT","2 years","MORTGAGE","50000","871xx,NM","29.24","0","1","9","1","9648","66.1","19","5124.75","0","0","0","0","113th week","0","0","42241","14600","1.0"
"12800","12800","12800.0","60 months","BAT422167","20.99","E","E5","Police sergeant","10+ years","RENT","90000","301xx,GA","24.07","0","3","35","1","9695","29.8","54","1506.06","0","0","0","0","31th week","0","295","96764","32500","1.0"
"10000","10000","10000.0","36 months","BAT5319342","7.69","A","A4","Truck Driver","10+ years","RENT","60500","986xx,WA","9.72","0","0","10","0","11041","45.4","21","866.32","0","0","0","0","74th week","0","0","63695","24300","1.0"
"25500","25500","25500.0","36 months","BAT5241177","7.26","A","A4","Office Manager","7 years","OWN","73000","198xx,DE","29.57","1","1","10","0","27440","83.9","21","533.49","0","0","0","0","13th week","0","210","275572","32700","1.0"
"25000","25000","25000.0","60 months","BAT5737941","23.83","F","F5","US Army","10+ years","MORTGAGE","84000","660xx,KS","20.67","2","1","12","0","19939","91.9","25","5191.78","0","0","0","0","48th week","0",,"0","0","1.0"
"11000","11000","11000.0","36 months","BAT6612051","6.92","A","A4","Director, Women's Services","10+ years","RENT","90000","330xx,FL","9.97","0","0","7","0","22578","71.7","13","453.95","0","0","0","0","35th week","0","0","33756","31500","1.0"
"35000","35000","35000.0","36 months","BAT4031849","21.7","E","E2","Brinks","2 years","MORTGAGE","140000","752xx,TX","27.49","0","1","22","0","23282","38.7","32","11574.56","66.56000002","0","0","0","113th week","0","0","133926","60200","1.0"
"7925","7925","7925.0","36 months","BAT5060554","6.99","A","A3","Practice Administrator","2 years","MORTGAGE","78000","333xx,FL","17.83","0","0","15","0","16912","27.7","24","133.36","0","0","0","0","17th week","0","0","119157","61100","1.0"
"8875","8875","8875.0","36 months","BAT3404765","19.72","D","D5",,"n/a","MORTGAGE","55000","308xx,GA","19.27","2","1","9","0","4948","48","42","2874.65","0","0","0","0","135th week","0","219","472354","10300","1.0"
"10000","10000","10000.0","60 months","BAT4711174","14.47","C","C2","Patient Navigator","10+ years","MORTGAGE","41000","452xx,OH","24.74","0","1","8","0","4195","41.5","37","1443.1","0","0","0","0","52th week","0","0","187678","10100","1.0"
"25000","25000","25000.0","60 months","BAT4818662","17.57","D","D4","Engineer","10+ years","MORTGAGE","110000","907xx,CA","21.6","2","0","10","0","46019","96.1","13","6238.42","0","0","0","0","83th week","0","0","540134","47900","1.0"
"19575","19575","19575.0","60 months","BAT4363995","13.49","C","C2","US ARMY","7 years","RENT","37200","808xx,CO","16.68","1","0","7","0","3085","30.2","13","7064.24","0","0","0","0","209th week","0",,"0","0","1.0"
"18475","18475","18475.0","36 months","BAT6004464","9.8","B","B3","Teacher","3 years","MORTGAGE","42000","337xx,FL","18.21","1","0","5","0","20370","88.6","18","0","0","0","0","0","NAth week","0","0","38916","23000","1.0"
"14000","14000","14000.0","60 months","BAT4268557","16.55","D","D2","Deputy Section Head","10+ years","MORTGAGE","118057","221xx,VA","17.03","0","0","8","0","19407","74.6","33","1807.54","0","0","0","0","44th week","0","0","103533","26000","1.0"
"7975","7975","7975.0","36 months","BAT5260863","13.99","C","C4",,"n/a","RENT","21660","600xx,IL","29.53","0","0","16","0","5338","29.3","20","257.12","0","0","0","0","13th week","0","0","11185","18200","1.0"
"5000","5000","5000.0","36 months","BAT446479","7.69","A","A4","Counsel","1 year","MORTGAGE","112000","481xx,MI","12.84","2","0","13","0","17757","50.2","25","433.16","0","0","0","0","74th week","0","70","179311","35400","1.0"
"3600","3600","3600.0","36 months","BAT5060554","15.59","D","D1","Asssistant Manager","10+ years","RENT","49000","437xx,OH","13.89","0","2","7","0","9530","61.1","7","449.47","0","0","0","0","48th week","0","0","13836","15600","1.0"
"20000","20000","20000.0","36 months","BAT4127326","6.03","A","A1","Sr. Principal Consultant","2 years","MORTGAGE","183472","750xx,TX","5.05","0","0","9","0","7051","10.4","26","1163.17","0","0","0","0","61th week","0","0","261128","67600","1.0"
"11975","11975","11975.0","36 months","BAT5019662","14.98","C","C3","Case management","10+ years","RENT","50895","551xx,MN","31.41","0","0","14","1","5853","80.2","24","2307.58","0","0","0","0","82th week","0","0","49246","7300","1.0"
"5200","5200","5200.0","36 months","BAT3274746","9.67","B","B1","production manager","10+ years","RENT","47000","554xx,MN","12.39","0","0","5","1","3778","38.6","7","636.96","0","0","0","0","87th week","0","0","22315","9800","1.0"
"10000","10000","10000.0","36 months","BAT5260863","13.33","C","C3","Installer","< 1 year","RENT","35000","554xx,MN","30.83","0","1","6","0","10719","47.4","9","325.3","0","0","0","0","13th week","0","0","45048","22600","1.0"
"16000","16000","16000.0","36 months","BAT3840785","7.89","A","A5","Associate Faculty","10+ years","MORTGAGE","92000","920xx,CA","16.25","0","1","35","0","23843","74","63","702.25","0","0","0","0","31th week","0","0","203298","32200","1.0"
"10000","10000","10000.0","60 months","BAT4711174","20.5","E","E1","Computer Operator","7 years","RENT","35000","661xx,KS","15.53","0","0","9","0","9973","75","13","1306.8","0","0","0","0","65th week","0","0","9973","13300","1.0"
